"RECORDID"	"ONEPERID"	"ONEPERFLAG"	"ORGFLAG"	"GROUPFLAG"	"EBDFFLAG"	"MASTERRECORDID"
"C6I0009731"	"C6I0009731"	"1"	""	""	""	"MR44913307"
"C6I0009792"	"C6I0009792"	"1"	""	""	"1"	"MR44584873"
"C6I0009823"	"C6I0009823"	"1"	""	""	"1"	"MR44664325"
"C6I0009839"	"C6I0009839"	"1"	""	""	""	"MR44760954"
"C6I0009841"	"C6I0009841"	"1"	""	""	"1"	"MR01482776"
"C6I0009846"	""	""	""	"1"	""	"MA11111307"
"C6I0009892"	"C6I0009892"	"1"	""	""	"1"	"MF00389344"
"C6I0009920"	"C6I0009920"	"1"	""	""	""	"MR32841733"
"C6I0009928"	"C6I0009928"	"1"	""	""	"1"	"MR44913306"
"C6I0009938"	"C6I0009938"	"1"	""	""	""	"MR05695829"
"C6I0009982"	""	""	""	"1"	""	"MA11111307"
"C6I0010024"	"C6I0010024"	"1"	""	""	""	"MR44793831"
"C6I0010144"	"C6I0010144"	"1"	""	""	""	"MR07974489"
"C6I0010154"	"C6I0010154"	"1"	""	""	"1"	"MR44727912"
"C6I0010215"	"C6I0010215"	"1"	""	""	""	"MR38156368"
"C6I0010276"	"C6I0010276"	"1"	""	""	""	"MR34021229"
"C6I0010341"	"C6I0010341"	"1"	""	""	"1"	"MA09028343"
"C6I0035637"	"C6I0035637"	"1"	""	""	""	"MR44729241"
"C6I0035916"	"C6I0035916"	"1"	""	""	""	"MC16204619"
"C6I0104325"	"C6I0104325"	"1"	""	""	""	"MR44702178"
"C6I0148079"	"C6I0148079"	"1"	""	""	""	"MR44793818"
"C6I0309010"	"C6I0309010"	"1"	""	""	""	"MR44635072"
"C6P0005460"	"C6P0005460"	"1"	""	""	""	"MR23832575"
"C6P0005907"	"C6P0005907"	"1"	""	""	""	"MR44630821"
"C6P0006066"	"C6P0006066"	"1"	""	""	""	"MR44589579"
"C6P0006106"	"C6P0006106"	"1"	""	""	"1"	"MR44760878"
"C6P0006209"	"C6P0006209"	"1"	""	""	"1"	"MR44589553"
"C6P0006226"	"C6P0006226"	"1"	""	""	"1"	"MR41730033"
"C6P0006285"	"C6P0006285"	"1"	""	""	""	"MR44631130"
"C6P0006314"	"C6P0006314"	"1"	""	""	"1"	"MR44797668"
"C6P0006322"	"C6P0006322"	"1"	""	""	""	"MR44760924"
"C6P0006326"	"C6P0006326"	"1"	""	""	"1"	"MR44617845"
"C6P0006347"	"C6P0006347"	"1"	""	""	"1"	"MA11058356"
"C6P0006403"	"C6P0006403"	"1"	""	""	""	"MR44574711"
"C6P0006413"	"C6P0006413"	"1"	""	""	""	"MR44913705"
"C6P0006443"	"C6P0006443"	"1"	""	""	""	"MR44815911"
"C6P0006445"	"C6P0006445"	"1"	""	""	""	"MR44913300"
"C6P0006474"	"C6P0006474"	"1"	""	""	""	"MR44689339"
"C6P0006559"	"C6P0006559"	"1"	""	""	""	"MR44608954"
"C6P0006657"	"C6P0006657"	"1"	""	""	""	"MR44913309"
"C6P0006730"	"C6P0006730"	"1"	""	""	"1"	"MR44085849"
"C6P0006750"	"C6P0006750"	"1"	""	""	""	"MR44607564"
"C6P0006789"	"C6P0006789"	"1"	""	""	"1"	"MR44760955"
"C6P0006817"	"C6P0006817"	"1"	""	""	"1"	"MR27265850"
"C6P0006819"	"C6P0006819"	"1"	""	""	"1"	"MR44760889"
"C6P0006825"	"C6P0006825"	"1"	""	""	""	"MR44649904"
"C6P0006843"	"C6P0006843"	"1"	""	""	""	"MR44605435"
"C6P0006892"	"C6P0006892"	"1"	""	""	"1"	"MA09261961"
"C6P0007080"	"C6P0007080"	"1"	""	""	"1"	"MR44700959"
"C6P0007131"	"C6P0007131"	"1"	""	""	""	"MR44913302"
"C6P0007161"	"C6P0007161"	"1"	""	""	""	"MR44913286"
"C6P0007179"	"C6P0007179"	"1"	""	""	"1"	"MR44719708"
"C6P0007203"	"C6P0007203"	"1"	""	""	"1"	"MA08373456"
"C6P0007259"	"C6P0007259"	"1"	""	""	"1"	"MR41433439"
"C6P0007276"	"C6P0007276"	"1"	""	""	"1"	"MF05191882"
"C6P0007392"	"C6P0007392"	"1"	""	""	""	"MC16198395"
"C6P0007441"	"C6P0007441"	"1"	""	""	"1"	"MR44913280"
"C6P0007449"	"C6P0007449"	"1"	""	""	"1"	"MR44764035"
"C6P0007457"	"C6P0007457"	"1"	""	""	"1"	"MR44913267"
"C6P0007542"	"C6P0007542"	"1"	""	""	"1"	"MR23039445"
"C6P0007564"	"C6P0007564"	"1"	""	""	""	"MA09058031"
"C6P0007589"	"C6P0007589"	"1"	""	""	"1"	"MR44655572"
"C6P0007686"	"C6P0007686"	"1"	""	""	"1"	"MR44711509"
"C6P0007748"	"C6P0007748"	"1"	""	""	""	"MR44659508"
"C6P0007769"	"C6P0007769"	"1"	""	""	""	"MR44571395"
"C6P0007840"	"C6P0007840"	"1"	""	""	""	"MR44595878"
"C6P0007856"	"C6P0007856"	"1"	""	""	""	"MR44913292"
"C6P0007858"	"C6P0007858"	"1"	""	""	"1"	"MR44760900"
"C6P0007873"	"C6P0007873"	"1"	""	""	"1"	"MA08847992"
"C6P0007945"	"C6P0007945"	"1"	""	""	"1"	"MR44764036"
"C6P0007965"	"C6P0007965"	"1"	""	""	""	"MR44673404"
"C6P0008075"	"C6P0008075"	"1"	""	""	""	"MR44761377"
"C6P0008146"	"C6P0008146"	"1"	""	""	""	"MR44760938"
"C6P0008308"	"C6P0008308"	"1"	""	""	""	"MR44776577"
"C6P0008318"	"C6P0008318"	"1"	""	""	"1"	"MR44913288"
"C6P0008345"	"C6P0008345"	"1"	""	""	""	"MR44913247"
"C6P0026809"	"C6P0026809"	"1"	""	""	""	"MR44793842"
"C6P0099402"	"C6P0099402"	"1"	""	""	"1"	"MR44913327"
"C6P0101676"	"C6P0101676"	"1"	""	""	""	"MR44646300"
"C6P0232851"	"C6P0232851"	"1"	""	""	"1"	"MR13779468"
"C6P0237675"	"C6P0237675"	"1"	""	""	"1"	"MR11649771"
"C6P0287638"	"C6P0287638"	"1"	""	""	"1"	"MR11084867"
"C730004938"	"C730004938"	"1"	""	""	"1"	"MR18481376"
"C730005316"	"C730005316"	"1"	""	""	""	"MR44913248"
"C730005379"	"C730005379"	"1"	""	""	""	"N0000ZIVJQ"
"C730005496"	"C730005496"	"1"	""	""	""	"MR44913246"
"C730005568"	"C730005568"	"1"	""	""	""	"MR44760886"
"C730005656"	"C730005656"	"1"	""	""	"1"	"MR42242280"
"C730005665"	"C730005665"	"1"	""	""	""	"MR44760901"
"C730005684"	"C730005684"	"1"	""	""	""	"MR08720522"
"C730005741"	"C730005741"	"1"	""	""	""	"MR44610281"
"C730005760"	"C730005760"	"1"	""	""	""	"MR44644074"
"C730005809"	"C730005809"	"1"	""	""	""	"MR39263172"
"C730005857"	"C730005857"	"1"	""	""	"1"	"MA11182736"
"C730005862"	"C730005862"	"1"	""	""	"1"	"MR38661499"
"C730005899"	"C730005899"	"1"	""	""	""	"MR44763913"
"C730005937"	"C730005937"	"1"	""	""	""	"MR40139190"
"C730005963"	"C730005963"	"1"	""	""	""	"MR44715106"
"C730005975"	"C730005975"	"1"	""	""	""	"MR44748967"
"C730006010"	"C730006010"	"1"	""	""	"1"	"MR44817761"
"C730006089"	"C730006089"	"1"	""	""	""	"MR44741838"
"C730006121"	"C730006121"	"1"	""	""	""	"MA11041241"
"C730006170"	"C730006170"	"1"	""	""	""	"MR44679366"
"C730006184"	"C730006184"	"1"	""	""	"1"	"MR44778915"
"C730006187"	"C730006187"	"1"	""	""	""	"MR44638020"
"C730006191"	"C730006191"	"1"	""	""	""	"MR44706809"
"C730006195"	"C730006195"	"1"	""	""	""	"MR44756652"
"C730006209"	"C730006209"	"1"	""	""	""	"MR44760918"
"C730006215"	"C730006215"	"1"	""	""	"1"	"MR44801722"
"C730006236"	"C730006236"	"1"	""	""	""	"MR44616939"
"C730006242"	"C730006242"	"1"	""	""	"1"	"MR44779478"
"C730006306"	"C730006306"	"1"	""	""	""	"MR44737722"
"C730006319"	"C730006319"	"1"	""	""	"1"	"MR19173989"
"C730006335"	"C730006335"	"1"	""	""	"1"	"MR44579701"
"C730006344"	"C730006344"	"1"	""	""	""	"MA08420153"
"C730006399"	"C730006399"	"1"	""	""	"1"	"MF09645416"
"C730006403"	"C730006403"	"1"	""	""	"1"	"MR44913272"
"C730006407"	"C730006407"	"1"	""	""	"1"	"MA09332485"
"C730006417"	"C730006417"	"1"	""	""	""	"MR44760962"
"C730006436"	"C730006436"	"1"	""	""	""	"MR43007657"
"C730006444"	"C730006444"	"1"	""	""	""	"MR44715796"
"C730006462"	"C730006462"	"1"	""	""	""	"MR44672610"
"C730006586"	"C730006586"	"1"	""	""	"1"	"MR22751134"
"C730006594"	"C730006594"	"1"	""	""	""	"MR44733296"
"C730006604"	"C730006604"	"1"	""	""	"1"	"MR44677235"
"C730006673"	"C730006673"	"1"	""	""	""	"MR21993316"
"C730006690"	"C730006690"	"1"	""	""	"1"	"MA11160264"
"C730006746"	"C730006746"	"1"	""	""	"1"	"MR44793824"
"C730006747"	"C730006747"	"1"	""	""	""	"MF00869866"
"C730006751"	"C730006751"	"1"	""	""	"1"	"MR44700064"
"C730006809"	"C730006809"	"1"	""	""	"1"	"MR36015393"
"C730006839"	"C730006839"	"1"	""	""	"1"	"MR44667386"
"C730006845"	"C730006845"	"1"	""	""	""	"MR44652757"
"C730006846"	"C730006846"	"1"	""	""	""	"MR44724101"
"C730006903"	"C730006903"	"1"	""	""	"1"	"MR44793820"
"C730006947"	"C730006947"	"1"	""	""	""	"MR44636201"
"C730006987"	"C730006987"	"1"	""	""	""	"MR44760956"
"C730007011"	"C730007011"	"1"	""	""	""	"MR44768926"
"C730007035"	"C730007035"	"1"	""	""	""	"MR44913324"
"C730007121"	"C730007121"	"1"	""	""	""	"MR44626924"
"C730007124"	"C730007124"	"1"	""	""	"1"	"MR18829115"
"C730007125"	"C730007125"	"1"	""	""	""	"MR44679365"
"C730007160"	"C730007160"	"1"	""	""	"1"	"MA11174570"
"C730007228"	"C730007228"	"1"	""	""	""	"MR44591886"
"C730007261"	"C730007261"	"1"	""	""	""	"MR44913335"
"C730007322"	"C730007322"	"1"	""	""	"1"	"MR44913251"
"C730007326"	"C730007326"	"1"	""	""	""	"MR44743729"
"C730007344"	"C730007344"	"1"	""	""	"1"	"MR44912043"
"C730007346"	"C730007346"	"1"	""	""	"1"	"MR44711423"
"C730007357"	"C730007357"	"1"	""	""	""	"MR44629763"
"C730007380"	"C730007380"	"1"	""	""	""	"MR44737830"
"C730007381"	"C730007381"	"1"	""	""	""	"MR16601797"
"C730007406"	"C730007406"	"1"	""	""	"1"	"MR44913338"
"C730007442"	"C730007442"	"1"	""	""	""	"MR44760967"
"C730007459"	"C730007459"	"1"	""	""	""	"MR44912587"
"C730007478"	"C730007478"	"1"	""	""	"1"	"MR44793906"
"C730007658"	"C730007658"	"1"	""	""	"1"	"MR44686610"
"C730007688"	"C730007688"	"1"	""	""	"1"	"MR44913222"
"C730007689"	"C730007689"	"1"	""	""	"1"	"MA08993915"
"C730007724"	"C730007724"	"1"	""	""	"1"	"MR44913297"
"C730007730"	"C730007730"	"1"	""	""	""	"MR44913266"
"C730007732"	"C730007732"	"1"	""	""	"1"	"MR44575522"
"C730007789"	"C730007789"	"1"	""	""	"1"	"MR44913388"
"C730007820"	"C730007820"	"1"	""	""	""	"MR44687137"
"C730007853"	"C730007853"	"1"	""	""	"1"	"MR44913383"
"C730008069"	"C730008069"	"1"	""	""	""	"MR10064380"
"C730026688"	"C730026688"	"1"	""	""	"1"	"MR40083974"
"C730101271"	"C730101271"	"1"	""	""	"1"	"MR44670758"
"C730232282"	"C730232282"	"1"	""	""	"1"	"MR44660833"
"C730236033"	"C730236033"	"1"	""	""	"1"	"MR18452857"
"C730237179"	"C730237179"	"1"	""	""	""	"MR35469185"
"C730285462"	"C730285462"	"1"	""	""	"1"	"MR44913339"
"C730287325"	"C730287325"	"1"	""	""	"1"	"MR44771753"
"C7B0004686"	"C7B0004686"	"1"	""	""	"1"	"MA11245432"
"C7B0004848"	"C7B0004848"	"1"	""	""	""	"MR45178568"
"C7B0005091"	"C7B0005091"	"1"	""	""	""	"MR45105603"
"C7B0005093"	"C7B0005093"	"1"	""	""	"1"	"MR45082810"
"C7B0005152"	"C7B0005152"	"1"	""	""	""	"MR45270852"
"C7B0005190"	"C7B0005190"	"1"	""	""	""	"MR45149997"
"C7B0005338"	"C7B0005338"	"1"	""	""	""	"MR45270350"
"C7B0005350"	"C7B0005350"	"1"	""	""	"1"	"MF07332476"
"C7B0005352"	"C7B0005352"	"1"	""	""	"1"	"MR45178528"
"C7B0005406"	"C7B0005406"	"1"	""	""	""	"MR45112792"
"C7B0005420"	"C7B0005420"	"1"	""	""	"1"	"MR44963744"
"C7B0005510"	"C7B0005510"	"1"	""	""	"1"	"MR45270980"
"C7B0005532"	"C7B0005532"	"1"	""	""	"1"	"MA08841014"
"C7B0005568"	"C7B0005568"	"1"	""	""	"1"	"MA08718578"
"C7B0005604"	"C7B0005604"	"1"	""	""	""	"MR27104529"
"C7B0005626"	"C7B0005626"	"1"	""	""	"1"	"MR45153836"
"C7B0005708"	"C7B0005708"	"1"	""	""	""	"MR44985726"
"C7B0005734"	"C7B0005734"	"1"	""	""	"1"	"MA11166515"
"C7B0005802"	"C7B0005802"	"1"	""	""	""	"MR45110765"
"C7B0005829"	"C7B0005829"	"1"	""	""	"1"	"MR44988566"
"C7B0005864"	"C7B0005864"	"1"	""	""	""	"MR45120195"
"C7B0005874"	"C7B0005874"	"1"	""	""	""	"MR45145822"
"C7B0005890"	"C7B0005890"	"1"	""	""	""	"MR45014992"
"C7B0005903"	"C7B0005903"	"1"	""	""	"1"	"MA08230278"
"C7B0005908"	"C7B0005908"	"1"	""	""	""	"MR45046175"
"C7B0005939"	"C7B0005939"	"1"	""	""	""	"MA11007287"
"C7B0005963"	"C7B0005963"	"1"	""	""	""	"MR44971424"
"C7B0005965"	"C7B0005965"	"1"	""	""	""	"MR45019184"
"C7B0006007"	"C7B0006007"	"1"	""	""	""	"MR30059258"
"C7B0006015"	"C7B0006015"	"1"	""	""	""	"MD16465665"
"C7B0006029"	"C7B0006029"	"1"	""	""	""	"MR44953399"
"C7B0006047"	"C7B0006047"	"1"	""	""	"1"	"MA09141905"
"C7B0006063"	"C7B0006063"	"1"	""	""	""	"MR45103233"
"C7B0006070"	"C7B0006070"	"1"	""	""	""	"MR44983709"
"C7B0006169"	"C7B0006169"	"1"	""	""	"1"	"MR45178527"
"C7B0006171"	"C7B0006171"	"1"	""	""	""	"MR44991649"
"C7B0006301"	"C7B0006301"	"1"	""	""	""	"MR27445115"
"C7B0006337"	"C7B0006337"	"1"	""	""	""	"MR45132694"
"C7B0006353"	"C7B0006353"	"1"	""	""	""	"MR44973129"
"C7B0006371"	"C7B0006371"	"1"	""	""	""	"MR45135458"
"C7B0006393"	"C7B0006393"	"1"	""	""	""	"MR45270346"
"C7B0006407"	"C7B0006407"	"1"	""	""	""	"MR45106575"
"C7B0006409"	"C7B0006409"	"1"	""	""	"1"	"MA11108993"
"C7B0006410"	"C7B0006410"	"1"	""	""	""	"MR44959751"
"C7B0006438"	"C7B0006438"	"1"	""	""	"1"	"MA11517920"
"C7B0006443"	"C7B0006443"	"1"	""	""	""	"MR45095989"
"C7B0006445"	"C7B0006445"	"1"	""	""	""	"MF09153624"
"C7B0006461"	"C7B0006461"	"1"	""	""	""	"MR45005339"
"C7B0006481"	"C7B0006481"	"1"	""	""	"1"	"MR45024417"
"C7B0006490"	"C7B0006490"	"1"	""	""	""	"MR45270933"
"C7B0006495"	"C7B0006495"	"1"	""	""	""	"MR45270256"
"C7B0006512"	"C7B0006512"	"1"	""	""	""	"MR44990516"
"C7B0006519"	"C7B0006519"	"1"	""	""	""	"MR29176789"
"C7B0006521"	"C7B0006521"	"1"	""	""	""	"MR45136801"
"C7B0006526"	"C7B0006526"	"1"	""	""	"1"	"MR45152757"
"C7B0006530"	"C7B0006530"	"1"	""	""	""	"MR45030732"
"C7B0006562"	"C7B0006562"	"1"	""	""	""	"MR44963558"
"C7B0006577"	"C7B0006577"	"1"	""	""	""	"MR45063749"
"C7B0006591"	"C7B0006591"	"1"	""	""	""	"MR44959276"
"C7B0006598"	"C7B0006598"	"1"	""	""	""	"MR45112528"
"C7B0006611"	"C7B0006611"	"1"	""	""	"1"	"MR45270983"
"C7B0006616"	"C7B0006616"	"1"	""	""	""	"MR44941053"
"C7B0006620"	"C7B0006620"	"1"	""	""	"1"	"MR44796407"
"C7B0006634"	"C7B0006634"	"1"	""	""	""	"MR45270934"
"C7B0006652"	"C7B0006652"	"1"	""	""	""	"MR44992370"
"C7B0006657"	"C7B0006657"	"1"	""	""	"1"	"MA09632572"
"C7B0006670"	"C7B0006670"	"1"	""	""	""	"MR44985066"
"C7B0006701"	"C7B0006701"	"1"	""	""	""	"MR21132553"
"C7B0006707"	"C7B0006707"	"1"	""	""	"1"	"MR45270915"
"C7B0006717"	"C7B0006717"	"1"	""	""	""	"MR44985067"
"C7B0006725"	"C7B0006725"	"1"	""	""	""	"MR45042700"
"C7B0006729"	"C7B0006729"	"1"	""	""	""	"MR45145928"
"C7B0006766"	"C7B0006766"	"1"	""	""	""	"MR33653279"
"C7B0006767"	"C7B0006767"	"1"	""	""	""	"MR45089862"
"C7B0006769"	"C7B0006769"	"1"	""	""	""	"MR45114972"
"C7B0006805"	"C7B0006805"	"1"	""	""	""	"MR45198272"
"C7B0006823"	"C7B0006823"	"1"	""	""	""	"MR45048591"
"C7B0006860"	"C7B0006860"	"1"	""	""	""	"MR45140370"
"C7B0006876"	"C7B0006876"	"1"	""	""	"1"	"MR45181062"
"C7B0006878"	"C7B0006878"	"1"	""	""	""	"MR45270863"
"C7B0006940"	"C7B0006940"	"1"	""	""	""	"MR45116002"
"C7B0006953"	"C7B0006953"	"1"	""	""	""	"MR45099910"
"C7B0006971"	"C7B0006971"	"1"	""	""	""	"MR45088498"
"C7B0007027"	"C7B0007027"	"1"	""	""	""	"MR45178577"
"C7B0007033"	"C7B0007033"	"1"	""	""	""	"MR44972988"
"C7B0007057"	"C7B0007057"	"1"	""	""	"1"	"MR45270899"
"C7B0007128"	"C7B0007128"	"1"	""	""	""	"MR44474454"
"C7B0007148"	"C7B0007148"	"1"	""	""	""	"MR44995540"
"C7B0007173"	"C7B0007173"	"1"	""	""	"1"	"MA11058207"
"C7B0007182"	"C7B0007182"	"1"	""	""	""	"MR45145926"
"C7B0007212"	"C7B0007212"	"1"	""	""	"1"	"MR45178595"
"C7B0007257"	"C7B0007257"	"1"	""	""	""	"MR45052373"
"C7B0007263"	"C7B0007263"	"1"	""	""	""	"MA11202261"
"C7B0007284"	"C7B0007284"	"1"	""	""	""	"MR45112444"
"C7B0007338"	"C7B0007338"	"1"	""	""	""	"MR45270945"
"C7B0007374"	"C7B0007374"	"1"	""	""	"1"	"MA11115489"
"C7B0007383"	"C7B0007383"	"1"	""	""	"1"	"MR45270986"
"C7B0007391"	"C7B0007391"	"1"	""	""	"1"	"MR43565630"
"C7B0007418"	"C7B0007418"	"1"	""	""	"1"	"MR27268168"
"C7B0007435"	"C7B0007435"	"1"	""	""	"1"	"MA08577952"
"C7B0007468"	"C7B0007468"	"1"	""	""	""	"MR45198273"
"C7B0007473"	"C7B0007473"	"1"	""	""	"1"	"MA11062918"
"C7B0007486"	"C7B0007486"	"1"	""	""	"1"	"MA08488504"
"C7B0007632"	"C7B0007632"	"1"	""	""	"1"	"MR45178558"
"C7B0007792"	"C7B0007792"	"1"	""	""	""	"MR44963591"
"C7B0007900"	"C7B0007900"	"1"	""	""	""	"MA11138608"
"C7B0007928"	"C7B0007928"	"1"	""	""	"1"	"MA09354726"
"C7B0007929"	"C7B0007929"	"1"	""	""	""	"MR45006885"
"C7B0008058"	"C7B0008058"	"1"	""	""	"1"	"MR37389316"
"C7B0008108"	"C7B0008108"	"1"	""	""	"1"	"MR45124429"
"C7B0008217"	"C7B0008217"	"1"	""	""	""	"MR45066324"
"C7B0008235"	"C7B0008235"	"1"	""	""	""	"N0000WOYT8"
"C7B0008973"	"C7B0008973"	"1"	""	""	""	"MR43645452"
"C7B0008991"	"C7B0008991"	"1"	""	""	""	"MR45109720"
"C7B0009134"	"C7B0009134"	"1"	""	""	""	"MR45036011"
"C7B0009368"	"C7B0009368"	"1"	""	""	""	"MR45105672"
"C7B0009386"	"C7B0009386"	"1"	""	""	""	"MR45045445"
"C7B0009494"	"C7B0009494"	"1"	""	""	""	"MR44943264"
"C7B0009566"	"C7B0009566"	"1"	""	""	"1"	"MR44992827"
"C7B0009818"	"C7B0009818"	"1"	""	""	""	"MR45270927"
"C7B0028061"	"C7B0028061"	"1"	""	""	"1"	"MR44028706"
"C7B0029393"	"C7B0029393"	"1"	""	""	""	"MR45004377"
"C7B0116720"	"C7B0116720"	"1"	""	""	"1"	"MR35430689"
"C7H0005939"	"C7H0005939"	"1"	""	""	"1"	"MR45271123"
"C7H0006080"	"C7H0006080"	"1"	""	""	"1"	"MR44990484"
"C7H0006152"	"C7H0006152"	"1"	""	""	""	"MA08647127"
"C7H0006207"	"C7H0006207"	"1"	""	""	"1"	"MR44967417"
"C7H0006472"	"C7H0006472"	"1"	""	""	"1"	"MR45199880"
"C7H0006842"	"C7H0006842"	"1"	""	""	"1"	"MA14987615"
"C7H0006860"	"C7H0006860"	"1"	""	""	"1"	"MA11203117"
"C7H0007051"	"C7H0007051"	"1"	""	""	"1"	"MR24787605"
"C7H0007059"	"C7H0007059"	"1"	""	""	""	"MR09915144"
"C7H0007061"	"C7H0007061"	"1"	""	""	""	"MR45178542"
"C7H0007087"	"C7H0007087"	"1"	""	""	"1"	"MA09695465"
"C7H0007190"	"C7H0007190"	"1"	""	""	""	"MR31709757"
"C7H0007223"	"C7H0007223"	"1"	""	""	""	"MR45145843"
"C7H0007276"	"C7H0007276"	"1"	""	""	"1"	"N0000QIMXG"
"C7H0007323"	"C7H0007323"	"1"	""	""	"1"	"MR45065859"
"C7H0007335"	"C7H0007335"	"1"	""	""	""	"MR45184339"
"C7H0007355"	"C7H0007355"	"1"	""	""	""	"MR45178573"
"C7H0007438"	"C7H0007438"	"1"	""	""	"1"	"MR13620605"
"C7H0007494"	"C7H0007494"	"1"	""	""	""	"MR45109712"
"C7H0007546"	"C7H0007546"	"1"	""	""	""	"MR45145850"
"C7H0007606"	"C7H0007606"	"1"	""	""	""	"MR45270868"
"C7H0007687"	"C7H0007687"	"1"	""	""	"1"	"MR45042868"
"C7H0007718"	"C7H0007718"	"1"	""	""	"1"	"MA08195202"
"C7H0007747"	"C7H0007747"	"1"	""	""	""	"MR21104674"
"C7H0007783"	"C7H0007783"	"1"	""	""	""	"MR45005985"
"C7H0007844"	"C7H0007844"	"1"	""	""	"1"	"ME16734363"
"C7H0007862"	"C7H0007862"	"1"	""	""	""	"MR45270847"
"C7H0007994"	"C7H0007994"	"1"	""	""	"1"	"MA11636958"
"C7H0007996"	"C7H0007996"	"1"	""	""	"1"	"MA08815915"
"C7H0008029"	"C7H0008029"	"1"	""	""	"1"	"MR45270885"
"C7H0008055"	"C7H0008055"	"1"	""	""	""	"MR45270961"
"C7H0008102"	"C7H0008102"	"1"	""	""	""	"MR45270981"
"C7H0008144"	"C7H0008144"	"1"	""	""	""	"MR45178535"
"C7H0008153"	"C7H0008153"	"1"	""	""	"1"	"MR45270840"
"C7H0008175"	"C7H0008175"	"1"	""	""	"1"	"MF13537042"
"C7H0008203"	"C7H0008203"	"1"	""	""	"1"	"MR45289899"
"C7H0008235"	"C7H0008235"	"1"	""	""	"1"	"MA08275737"
"C7H0008309"	"C7H0008309"	"1"	""	""	"1"	"MF13072810"
"C7H0008341"	"C7H0008341"	"1"	""	""	"1"	"MR44941251"
"C7H0008363"	"C7H0008363"	"1"	""	""	""	"MR45146105"
"C7H0008435"	"C7H0008435"	"1"	""	""	"1"	"MR45145922"
"C7H0008497"	"C7H0008497"	"1"	""	""	""	"MR45152330"
"C7H0008559"	"C7H0008559"	"1"	""	""	""	"MG17263135"
"C7H0008566"	"C7H0008566"	"1"	""	""	""	"MR45110286"
"C7H0008668"	"C7H0008668"	"1"	""	""	"1"	"MR45270985"
"C7H0008778"	"C7H0008778"	"1"	""	""	"1"	"MA11106996"
"C7H0008854"	"C7H0008854"	"1"	""	""	"1"	"MR45178555"
"C7H0008957"	"C7H0008957"	"1"	""	""	"1"	"MB15307719"
"C7H0008990"	"C7H0008990"	"1"	""	""	"1"	"MR45145848"
"C7H0009011"	"C7H0009011"	"1"	""	""	""	"MR45109717"
"C7H0009275"	"C7H0009275"	"1"	""	""	""	"MR20689664"
"C7H0009333"	"C7H0009333"	"1"	""	""	""	"MR45005388"
"C7H0009779"	"C7H0009779"	"1"	""	""	""	"MR23373978"
"C7H0149718"	"C7H0149718"	"1"	""	""	""	"MR45140934"
"C7H0339054"	"C7H0339054"	"1"	""	""	"1"	"MA11643085"
"C7O0004877"	"C7O0004877"	"1"	""	""	"1"	"MR37175316"
"C7O0004992"	"C7O0004992"	"1"	""	""	"1"	"MA11260243"
"C7O0005064"	"C7O0005064"	"1"	""	""	"1"	"MR45193634"
"C7O0005082"	"C7O0005082"	"1"	""	""	"1"	"MF04066043"
"C7O0005149"	"C7O0005149"	"1"	""	""	""	"MR45605214"
"C7O0005208"	"C7O0005208"	"1"	""	""	""	"MR45270977"
"C7O0005330"	"C7O0005330"	"1"	""	""	"1"	"MR45041052"
"C7O0005334"	"C7O0005334"	"1"	""	""	""	"MR45270855"
"C7O0005438"	"C7O0005438"	"1"	""	""	""	"MR45270842"
"C7O0005508"	"C7O0005508"	"1"	""	""	"1"	"MR45178588"
"C7O0005520"	"C7O0005520"	"1"	""	""	"1"	"MR45164790"
"C7O0005582"	"C7O0005582"	"1"	""	""	""	"MR45064527"
"C7O0005653"	"C7O0005653"	"1"	""	""	""	"MR45195196"
"C7O0005672"	"C7O0005672"	"1"	""	""	"1"	"MR44962622"
"C7O0005688"	"C7O0005688"	"1"	""	""	"1"	"MR22685357"
"C7O0005738"	"C7O0005738"	"1"	""	""	""	"MR45179537"
"C7O0005777"	"C7O0005777"	"1"	""	""	""	"MR45178534"
"C7O0005791"	"C7O0005791"	"1"	""	""	""	"MR44979988"
"C7O0005838"	"C7O0005838"	"1"	""	""	"1"	"MR45270913"
"C7O0005847"	"C7O0005847"	"1"	""	""	""	"MR45109711"
"C7O0005885"	"C7O0005885"	"1"	""	""	"1"	"MR01624879"
"C7O0005943"	"C7O0005943"	"1"	""	""	""	"MR45068967"
"C7O0005952"	"C7O0005952"	"1"	""	""	"1"	"MR00117027"
"C7O0005967"	"C7O0005967"	"1"	""	""	""	"MR45096751"
"C7O0005989"	"C7O0005989"	"1"	""	""	""	"MR45118147"
"C7O0006030"	"C7O0006030"	""	""	"1"	"1"	"N0000M0Q9R"
"C7O0006140"	"C7O0006140"	"1"	""	""	""	"MR45145815"
"C7O0006166"	"C7O0006166"	"1"	""	""	""	"MR45083087"
"C7O0006188"	"C7O0006188"	"1"	""	""	""	"MR45145847"
"C7O0006189"	"C7O0006189"	"1"	""	""	"1"	"MR45178569"
"C7O0006196"	"C7O0006196"	"1"	""	""	""	"MR45015581"
"C7O0006206"	"C7O0006206"	"1"	""	""	"1"	"MR32617910"
"C7O0006216"	"C7O0006216"	"1"	""	""	"1"	"MR23720330"
"C7O0006234"	"C7O0006234"	"1"	""	""	""	"MR45110266"
"C7O0006245"	"C7O0006245"	"1"	""	""	"1"	"MR44957477"
"C7O0006272"	"C7O0006272"	"1"	""	""	""	"MR26477074"
