"RECORDID"	"ONEPERID"	"ONEPERFLAG"	"ORGFLAG"	"GROUPFLAG"	"EBDFFLAG"	"MASTERRECORDID"
"89I0003396"	"89I0003396"	"1"	""	""	"1"	"MA11126935"
"89I0003399"	"89I0003399"	"1"	""	""	"1"	"MR10665355"
"89I0003406"	"89I0003406"	"1"	""	""	"1"	"MA11082733"
"89I0003411"	"89I0003411"	"1"	""	""	"1"	"MA09141932"
"89I0003420"	"89I0003420"	"1"	""	""	"1"	"MF13230466"
"89I0003447"	"89I0003447"	"1"	""	""	"1"	"MA11126725"
"89I0003469"	"89I0003469"	"1"	""	""	"1"	"MA11029133"
"89I0003475"	"89I0003475"	"1"	""	""	""	"MA08457938"
"89I0003478"	"89I0003478"	"1"	""	""	"1"	"MA11101909"
"89I0003490"	"89I0003490"	"1"	""	""	"1"	"MA11036071"
"89I0003493"	"89I0003493"	"1"	""	""	"1"	"MA08486401"
"89I0003513"	"89I0003513"	"1"	""	""	""	"MA11273878"
"89I0003520"	"89I0003520"	"1"	""	""	"1"	"MA08374268"
"89I0003550"	"89I0003550"	"1"	""	""	"1"	"MA11216537"
"89I0003584"	"89I0003584"	"1"	""	""	"1"	"MA11144887"
"89I0003590"	"89I0003590"	"1"	""	""	"1"	"MA08845559"
"89I0003595"	"89I0003595"	"1"	""	""	"1"	"MA09637356"
"89I0003596"	"89I0003596"	"1"	""	""	"1"	"MA09654677"
"89I0003613"	"89I0003613"	"1"	""	""	"1"	"MR00399858"
"89I0003631"	"89I0003631"	"1"	""	""	"1"	"MA11030897"
"89I0003636"	"89I0003636"	"1"	""	""	"1"	"MA09545059"
"89I0003645"	"89I0003645"	"1"	""	""	""	"MA11075011"
"89I0003664"	"89I0003664"	"1"	""	""	""	"MA08718941"
"89I0003665"	"89I0003665"	"1"	""	""	"1"	"MF04212298"
"89I0003693"	"89I0003693"	"1"	""	""	"1"	"MA09139695"
"89I0003709"	"89I0003709"	"1"	""	""	"1"	"MA09360067"
"89I0003733"	"89I0003733"	"1"	""	""	"1"	"MA11222347"
"89I0003735"	"89I0003735"	"1"	""	""	""	"MR04274483"
"89I0003780"	"89I0003780"	""	""	"1"	"1"	"N000134Q7Z"
"89I0003784"	"89I0003784"	"1"	""	""	"1"	"MA09364320"
"89I0003804"	"89I0003804"	""	""	"1"	"1"	"N000134Q7Z"
"89I0003818"	"89I0003818"	"1"	""	""	"1"	"MR05005333"
"89I0003828"	"89I0003828"	""	""	"1"	"1"	"N000134Q7Z"
"89I0003829"	"89I0003829"	"1"	""	""	"1"	"MA11093522"
"89I0003852"	"89I0003852"	""	""	"1"	"1"	"N000134Q7Z"
"89I0003915"	"89I0003915"	"1"	""	""	"1"	"MA08629304"
"89I0003950"	"89I0003950"	"1"	""	""	"1"	"MA11067975"
"89I0003966"	"89I0003966"	"1"	""	""	"1"	"MA11172688"
"89I0003972"	"89I0003972"	"1"	""	""	""	"MA10975748"
"89I0003979"	"89I0003979"	"1"	""	""	"1"	"MA11112016"
"89I0003999"	"89I0003999"	"1"	""	""	"1"	"MA11144861"
"89I0004006"	"89I0004006"	"1"	""	""	""	"MA11239849"
"89I0004010"	"89I0004010"	"1"	""	""	""	"MR05604047"
"89I0004036"	"89I0004036"	"1"	""	""	"1"	"MF08066561"
"89I0004069"	"89I0004069"	"1"	""	""	"1"	"MA11126207"
"89I0004120"	"89I0004120"	""	""	"1"	"1"	"N0000NAG1E"
"89I0004136"	"89I0004136"	"1"	""	""	"1"	"MA11082371"
"89I0004138"	"89I0004138"	"1"	""	""	"1"	"MA11200869"
"89I0004140"	"89I0004140"	"1"	""	""	"1"	"MA09059756"
"89I0004145"	"89I0004145"	"1"	""	""	"1"	"MA11098523"
"89I0004160"	"89I0004160"	"1"	""	""	"1"	"MA09302274"
"89I0004186"	"89I0004186"	"1"	""	""	"1"	"MA11118577"
"89I0004189"	"89I0004189"	"1"	""	""	""	"MA09056118"
"89I0004235"	"89I0004235"	"1"	""	""	"1"	"MF06353753"
"89I0004254"	"89I0004254"	"1"	""	""	"1"	"MA11095084"
"89I0004273"	"89I0004273"	"1"	""	""	"1"	"MA11010987"
"89I0004291"	"89I0004291"	"1"	""	""	"1"	"MR01388071"
"89I0004309"	"89I0004309"	"1"	""	""	"1"	"MA11239957"
"89I0004311"	"89I0004311"	"1"	""	""	"1"	"MA11115994"
"89I0004313"	"89I0004313"	"1"	""	""	"1"	"MA11042362"
"89I0004317"	"89I0004317"	"1"	""	""	"1"	"MA09351855"
"89I0004327"	"89I0004327"	""	""	"1"	"1"	"N0000VAY8Q"
"89I0004350"	"89I0004350"	"1"	""	""	"1"	"MA11090759"
"89I0004351"	"89I0004351"	"1"	""	""	"1"	"MA11647849"
"89I0004378"	"89I0004378"	"1"	""	""	"1"	"MA09657128"
"89I0004401"	"89I0004401"	"1"	""	""	"1"	"MA11104855"
"89I0004485"	"89I0004485"	"1"	""	""	"1"	"MA10993933"
"89I0004501"	"89I0004501"	"1"	""	""	"1"	"N00011QQ2Z"
"89I0004502"	"89I0004502"	"1"	""	""	"1"	"MA10994139"
"89I0004518"	"89I0004518"	"1"	""	""	"1"	"MA11048281"
"89I0004535"	"89I0004535"	"1"	""	""	"1"	"MA11235566"
"89I0004598"	"89I0004598"	"1"	""	""	"1"	"MA11118995"
"89I0004659"	"89I0004659"	"1"	""	""	"1"	"MF12909530"
"89I0004705"	"89I0004705"	"1"	""	""	"1"	"MA11101904"
"89I0004707"	"89I0004707"	"1"	""	""	"1"	"MA11236419"
"89I0004711"	"89I0004711"	"1"	""	""	"1"	"MA08176695"
"89I0004733"	"89I0004733"	"1"	""	""	"1"	"MA08377292"
"89I0004851"	"89I0004851"	"1"	""	""	"1"	"MR02519515"
"89I0004867"	"89I0004867"	"1"	""	""	"1"	"MR02329533"
"89I0004873"	"89I0004873"	"1"	""	""	"1"	"ME16497022"
"89I0004899"	"89I0004899"	"1"	""	""	"1"	"MA08195167"
"89I0004915"	"89I0004915"	"1"	""	""	"1"	"MA09719367"
"89I0004950"	"89I0004950"	"1"	""	""	"1"	"MA09402373"
"89I0005017"	"89I0005017"	"1"	""	""	"1"	"MA11135255"
"89I0005041"	"89I0005041"	""	""	"1"	"1"	"N00013V315"
"89I0005207"	"89I0005207"	"1"	""	""	"1"	"MA11117743"
"89I0005333"	"89I0005333"	"1"	""	""	"1"	"MF13287619"
"89I0005645"	"89I0005645"	"1"	""	""	"1"	"MR04101934"
"89I0005855"	"89I0005855"	"1"	""	""	"1"	"MA09349123"
"89I0005903"	"89I0005903"	"1"	""	""	"1"	"MA11007829"
"89I0005951"	"89I0005951"	"1"	""	""	"1"	"MR01994749"
"89O0000952"	"89O0000952"	"1"	""	""	"1"	"MR04459571"
"89O0000969"	"89O0000969"	"1"	""	""	"1"	"MA08580155"
"89O0000976"	"89O0000976"	"1"	""	""	"1"	"MA11144677"
"89O0001024"	"89O0001024"	"1"	""	""	""	"MA11172107"
"89O0001143"	"89O0001143"	"1"	""	""	"1"	"MR01740354"
"89O0001151"	"89O0001151"	"1"	""	""	"1"	"MF09747005"
"89O0001165"	"89O0001165"	"1"	""	""	"1"	"MA11102662"
"89O0001176"	"89O0001176"	"1"	""	""	"1"	"MA11138795"
"89O0001197"	""	""	""	"1"	""	"N0000R8LDF"
"89O0001199"	"89O0001199"	"1"	""	""	"1"	"MA11242399"
"89O0001237"	"89O0001237"	"1"	""	""	"1"	"MA10992308"
"89O0001245"	"89O0001245"	"1"	""	""	"1"	"MA09053133"
"89O0001247"	"89O0001247"	"1"	""	""	"1"	"MA11154118"
"89O0001248"	"89O0001248"	"1"	""	""	"1"	"MA08277935"
"89O0001260"	"89O0001260"	"1"	""	""	"1"	"MA08248507"
"89O0001265"	"89O0001265"	"1"	""	""	"1"	"MA08840450"
"89O0001271"	"89O0001271"	"1"	""	""	"1"	"MA11249540"
"89O0001296"	"89O0001296"	"1"	""	""	"1"	"MA09689464"
"89O0001343"	"89O0001343"	"1"	""	""	"1"	"MA11058811"
"89O0001448"	"89O0001448"	"1"	""	""	""	"MA11102014"
"89O0001502"	"89O0001502"	"1"	""	""	"1"	"MA11086087"
"89O0001517"	"89O0001517"	"1"	""	""	"1"	"MA10610768"
"89O0001580"	"89O0001580"	""	""	"1"	"1"	"MA11203134"
"89O0001628"	"89O0001628"	"1"	""	""	"1"	"N0000JS5WM"
"89O0001652"	"89O0001652"	"1"	""	""	""	"MA09352761"
"89O0003002"	"89O0003002"	"1"	""	""	""	"MA11269261"
"8A20000976"	"8A20000976"	"1"	""	""	"1"	"MB15443286"
"8A20001270"	"8A20001270"	"1"	""	""	"1"	"MA11242705"
"8A20001315"	"8A20001315"	"1"	""	""	"1"	"MF04012133"
"8A20001504"	"8A20001504"	"1"	""	""	"1"	"MA11204394"
"8A20001508"	"8A20001508"	"1"	""	""	"1"	"MA08371044"
"8A20001590"	"8A20001590"	"1"	""	""	"1"	"MA11229683"
"8A20001591"	"8A20001591"	"1"	""	""	"1"	"MA11196640"
"8A20001595"	"8A20001595"	"1"	""	""	"1"	"MF01436008"
"8A20001614"	"8A20001614"	"1"	""	""	"1"	"MA10979152"
"8A20001644"	"8A20001644"	"1"	""	""	"1"	"MA11240257"
"8A20001693"	"8A20001693"	"1"	""	""	"1"	"MR02845399"
"8A20001694"	"8A20001694"	"1"	""	""	"1"	"MA08180307"
"8A20001705"	"8A20001705"	"1"	""	""	"1"	"MA11000659"
"8A20001748"	"8A20001748"	"1"	""	""	"1"	"MA11652720"
"8A20001787"	"8A20001787"	"1"	""	""	"1"	"MA08656370"
"8A20001791"	"8A20001791"	"1"	""	""	"1"	"MA08227167"
"8A20001807"	"8A20001807"	"1"	""	""	"1"	"MA08279396"
"8A20001817"	"8A20001817"	"1"	""	""	"1"	"MA11106623"
"8A20001843"	"8A20001843"	"1"	""	""	"1"	"MA11009398"
"8A20001854"	"8A20001854"	"1"	""	""	"1"	"MA11029185"
"8A20001855"	"8A20001855"	"1"	""	""	""	"MF03737798"
"8A20001867"	"8A20001867"	"1"	""	""	"1"	"MA08374615"
"8A20001892"	"8A20001892"	"1"	""	""	"1"	"MA11027741"
"8A20001893"	"8A20001893"	"1"	""	""	"1"	"MA11079509"
"8A20001899"	"8A20001899"	"1"	""	""	"1"	"MA11028371"
"8A20001990"	"8A20001990"	"1"	""	""	"1"	"MA09689482"
"8A20001996"	"8A20001996"	"1"	""	""	""	"MA11163367"
"8A20002007"	"8A20002007"	"1"	""	""	""	"MA09691094"
"8A20002016"	"8A20002016"	"1"	""	""	"1"	"MA11174563"
"8A20002165"	"8A20002165"	"1"	""	""	"1"	"MA11068184"
"8A80001038"	"8A80001038"	"1"	""	""	"1"	"MA14987384"
"8A80001043"	"8A80001043"	"1"	""	""	"1"	"MA14984613"
"8A80001049"	"8A80001049"	"1"	""	""	"1"	"MA14990986"
"8A80001091"	"8A80001091"	"1"	""	""	""	"MA14997200"
"8A80001097"	"8A80001097"	""	""	"1"	"1"	"MA11036071"
"8A80001121"	"8A80001121"	"1"	""	""	"1"	"MA14992941"
"8A80001149"	"8A80001149"	"1"	""	""	"1"	"MA11203277"
"8A80001178"	"8A80001178"	"1"	""	""	"1"	"MA14983664"
"8A80001184"	"8A80001184"	"1"	""	""	"1"	"MA14984917"
"8A80001199"	"8A80001199"	"1"	""	""	"1"	"MA14983638"
"8A80001202"	"8A80001202"	"1"	""	""	"1"	"MA14990666"
"8A80001211"	"8A80001211"	"1"	""	""	"1"	"MA14987750"
"8A80001229"	"8A80001229"	"1"	""	""	"1"	"MA14985443"
"8A80001250"	"8A80001250"	"1"	""	""	"1"	"MR06455164"
"8A80001274"	"8A80001274"	"1"	""	""	"1"	"MA14983690"
"8A80001303"	"8A80001303"	"1"	""	""	"1"	"MA14992712"
"8A80001306"	"8A80001306"	"1"	""	""	"1"	"MA14989321"
"8A80001308"	"8A80001308"	"1"	""	""	"1"	"MA14987666"
"8A80001311"	"8A80001311"	"1"	""	""	"1"	"MR01061397"
"8A80001327"	"8A80001327"	"1"	""	""	"1"	"MA14992691"
"8A80001364"	"8A80001364"	"1"	""	""	"1"	"MF13998147"
"8A80001369"	"8A80001369"	"1"	""	""	"1"	"MA14991331"
"8A80001381"	"8A80001381"	"1"	""	""	"1"	"MA14988131"
"8A80001393"	"8A80001393"	"1"	""	""	"1"	"MA14986304"
"8A80001650"	"8A80001650"	"1"	""	""	"1"	"MA14993241"
"8AG0000675"	"8AG0000675"	"1"	""	""	"1"	"MA14992676"
"8AG0000723"	"8AG0000723"	"1"	""	""	"1"	"MA14989486"
"8AG0000801"	"8AG0000801"	"1"	""	""	"1"	"MA14993112"
"8AG0000806"	"8AG0000806"	"1"	""	""	"1"	"MA14985445"
"8AG0000843"	"8AG0000843"	"1"	""	""	"1"	"MA14988602"
"8AG0000854"	"8AG0000854"	"1"	""	""	""	"MA14997895"
"8AG0000880"	"8AG0000880"	"1"	""	""	"1"	"MA14987229"
"8AG0000896"	"8AG0000896"	"1"	""	""	"1"	"MA14986244"
"8AG0000900"	"8AG0000900"	"1"	""	""	"1"	"MA14993183"
"8AG0000909"	"8AG0000909"	"1"	""	""	"1"	"MF08841619"
"8AG0000922"	"8AG0000922"	"1"	""	""	"1"	"MA14983865"
"8AG0000972"	"8AG0000972"	"1"	""	""	"1"	"MA14992316"
"8AG0000988"	"8AG0000988"	"1"	""	""	"1"	"MA14983896"
"8AG0001069"	"8AG0001069"	"1"	""	""	"1"	"MF01559454"
"8AG0001099"	"8AG0001099"	"1"	""	""	"1"	"MA14988241"
"8AG0001110"	"8AG0001110"	"1"	""	""	"1"	"MA14986865"
"8AG0001111"	"8AG0001111"	"1"	""	""	"1"	"MA14987751"
"8AG0001159"	"8AG0001159"	"1"	""	""	"1"	"MA14985173"
"8AG0001165"	"8AG0001165"	"1"	""	""	"1"	"MA14984734"
"8AG0001320"	"8AG0001320"	"1"	""	""	"1"	"MA14987200"
"8AG0001331"	"8AG0001331"	"1"	""	""	"1"	"MA14984602"
"8AM0004514"	"8AM0004514"	"1"	""	""	"1"	"MA11003350"
"8AM0004522"	"8AM0004522"	"1"	""	""	""	"N0001372YB"
"8AM0004583"	"8AM0004583"	"1"	""	""	"1"	"MA14985995"
"8AM0004610"	"8AM0004610"	"1"	""	""	"1"	"MR06334897"
"8AM0004666"	"8AM0004666"	"1"	""	""	"1"	"MA14993008"
"8AM0004716"	"8AM0004716"	""	""	"1"	"1"	"MA11187295"
"8AM0004744"	"8AM0004744"	"1"	""	""	"1"	"MA14990167"
"8AM0004865"	"8AM0004865"	""	""	"1"	"1"	"N0000TEYUF"
"8AM0004912"	"8AM0004912"	"1"	""	""	"1"	"MA14997662"
"8AM0004917"	"8AM0004917"	"1"	""	""	"1"	"MA09689938"
"8AM0004955"	"8AM0004955"	"1"	""	""	""	"MA14989064"
"8AM0005004"	"8AM0005004"	"1"	""	""	"1"	"MA14990814"
"8AM0005037"	"8AM0005037"	"1"	""	""	"1"	"MA14988605"
"8AM0005078"	"8AM0005078"	"1"	""	""	"1"	"MR03097168"
"8AM0005102"	"8AM0005102"	"1"	""	""	"1"	"MA14991032"
"8AM0005133"	"8AM0005133"	"1"	""	""	"1"	"MA14987753"
"8AM0005146"	"8AM0005146"	"1"	""	""	"1"	"MA14984951"
"8AM0005148"	"8AM0005148"	"1"	""	""	"1"	"MA14992674"
"8AM0005177"	"8AM0005177"	"1"	""	""	"1"	"MA14993204"
"8AM0005220"	"8AM0005220"	"1"	""	""	""	"MA14991027"
"8AM0005262"	"8AM0005262"	"1"	""	""	"1"	"MA14993214"
"8AM0005281"	"8AM0005281"	"1"	""	""	"1"	"MR03972458"
"8AM0005401"	"8AM0005401"	"1"	""	""	"1"	"MA14988606"
"8AM0005423"	"8AM0005423"	"1"	""	""	"1"	"MB15527317"
"8AM0005441"	"8AM0005441"	"1"	""	""	"1"	"MR00315037"
"8AM0005462"	"8AM0005462"	""	""	"1"	"1"	"N00012V9N5"
"8AM0005463"	"8AM0005463"	"1"	""	""	"1"	"MF00021345"
"8AM0005474"	"8AM0005474"	"1"	""	""	""	"MA14998464"
"8AM0005489"	"8AM0005489"	"1"	""	""	"1"	"N0000PT4G5"
"8AM0005492"	"8AM0005492"	""	""	"1"	"1"	"MA11206395"
"8AM0005499"	"8AM0005499"	"1"	""	""	"1"	"MA08585710"
"8AM0005500"	"8AM0005500"	"1"	""	""	"1"	"MA14990636"
"8AM0005501"	"8AM0005501"	"1"	""	""	"1"	"MA14990440"
"8AM0005505"	"8AM0005505"	"1"	""	""	"1"	"MA11498439"
"8AM0005513"	"8AM0005513"	""	""	"1"	"1"	"N00012YTZF"
"8AM0005524"	"8AM0005524"	"1"	""	""	"1"	"MA14993914"
"8AM0005530"	"8AM0005530"	"1"	""	""	"1"	"MA14992233"
"8AM0005537"	"8AM0005537"	""	""	"1"	"1"	"N00012YTZF"
"8AM0005551"	"8AM0005551"	"1"	""	""	"1"	"MA14984870"
"8AM0005561"	"8AM0005561"	""	""	"1"	"1"	"N00012YTZF"
"8AM0005581"	"8AM0005581"	"1"	""	""	"1"	"MA14992185"
"8AM0005585"	"8AM0005585"	""	""	"1"	"1"	"N00012YTZF"
"8AM0005589"	"8AM0005589"	"1"	""	""	"1"	"MA08374863"
"8AM0005609"	"8AM0005609"	""	""	"1"	"1"	"N00012YTZF"
"8AM0005630"	"8AM0005630"	"1"	""	""	""	"MA14990799"
"8AM0005635"	"8AM0005635"	"1"	""	""	"1"	"MF08571734"
"8AM0005638"	"8AM0005638"	"1"	""	""	""	"MA14986247"
"8AM0005680"	"8AM0005680"	"1"	""	""	"1"	"MB15526783"
"8AM0005681"	"8AM0005681"	"1"	""	""	"1"	"MA14992314"
"8AM0005724"	"8AM0005724"	"1"	""	""	"1"	"N0000S93KA"
"8AM0005754"	"8AM0005754"	"1"	""	""	"1"	"MR00680517"
"8AM0005782"	"8AM0005782"	"1"	""	""	"1"	"MA14990810"
"8AM0005783"	"8AM0005783"	"1"	""	""	"1"	"MA14989951"
"8AM0005828"	""	""	""	"1"	""	"MF04640935"
"8AM0005830"	"8AM0005830"	"1"	""	""	"1"	"MA14985390"
"8AM0005860"	"8AM0005860"	"1"	""	""	"1"	"MA14987407"
"8AM0005889"	"8AM0005889"	"1"	""	""	"1"	"MA14986192"
"8AM0005899"	"8AM0005899"	"1"	""	""	"1"	"MF05917546"
"8AM0005917"	"8AM0005917"	""	""	"1"	"1"	"N0000TEYX1"
"8AM0005941"	"8AM0005941"	"1"	""	""	"1"	"MA14986957"
"8AM0005945"	"8AM0005945"	"1"	""	""	"1"	"MA14990596"
"8AM0005948"	"8AM0005948"	"1"	""	""	"1"	"MA14990801"
"8AM0005963"	"8AM0005963"	"1"	""	""	""	"MA14986662"
"8AM0006027"	"8AM0006027"	"1"	""	""	"1"	"MA14991748"
"8AM0006028"	"8AM0006028"	"1"	""	""	""	"MA14991660"
"8AM0006031"	"8AM0006031"	"1"	""	""	"1"	"MF08052756"
"8AM0006033"	"8AM0006033"	"1"	""	""	"1"	"MA14983648"
"8AM0006037"	"8AM0006037"	"1"	""	""	"1"	"MA08661271"
"8AM0006078"	"8AM0006078"	"1"	""	""	""	"MA14984871"
"8AM0006096"	"8AM0006096"	"1"	""	""	"1"	"MR00329515"
"8AM0006099"	"8AM0006099"	"1"	""	""	"1"	"MA14984795"
"8AM0006126"	"8AM0006126"	"1"	""	""	"1"	"MA14991364"
"8AM0006132"	"8AM0006132"	"1"	""	""	"1"	"MA14990470"
"8AM0006189"	"8AM0006189"	"1"	""	""	"1"	"MA12289021"
"8AM0006208"	"8AM0006208"	"1"	""	""	""	"MA14990608"
"8AM0006218"	"8AM0006218"	"1"	""	""	"1"	"MA14985103"
"8AM0006228"	"8AM0006228"	""	""	"1"	"1"	"N000134Q7Z"
"8AM0006245"	"8AM0006245"	"1"	""	""	"1"	"MR08067303"
"8AM0006267"	"8AM0006267"	"1"	""	""	""	"MR10178697"
"8AM0006278"	"8AM0006278"	"1"	""	""	"1"	"MA14987192"
"8AM0006326"	"8AM0006326"	"1"	""	""	"1"	"MA14991262"
"8AM0006347"	"8AM0006347"	"1"	""	""	"1"	"MA15001727"
"8AM0006380"	"8AM0006380"	"1"	""	""	"1"	"MA14985180"
"8AM0006408"	"8AM0006408"	"1"	""	""	"1"	"MF05469778"
"8AM0006425"	"8AM0006425"	"1"	""	""	"1"	"MA14986299"
"8AM0006446"	"8AM0006446"	"1"	""	""	"1"	"MA14983443"
"8AM0006461"	"8AM0006461"	"1"	""	""	""	"MA14997713"
"8AM0006518"	"8AM0006518"	"1"	""	""	"1"	"MB15529687"
"8AM0006532"	"8AM0006532"	"1"	""	""	"1"	"MA15001714"
"8AM0006545"	"8AM0006545"	"1"	""	""	"1"	"MB15394095"
"8AM0006596"	"8AM0006596"	"1"	""	""	"1"	"MA08324870"
"8AM0006604"	"8AM0006604"	"1"	""	""	"1"	"MF02384840"
"8AM0006646"	"8AM0006646"	"1"	""	""	"1"	"N0000QN39F"
"8AM0006797"	"8AM0006797"	"1"	""	""	"1"	"MA14993108"
"8AM0006893"	"8AM0006893"	"1"	""	""	""	"MA14990438"
"8AM0006902"	"8AM0006902"	"1"	""	""	"1"	"MA14986752"
"8AM0006924"	"8AM0006924"	"1"	""	""	"1"	"MA09586709"
"8AM0006934"	"8AM0006934"	"1"	""	""	"1"	"MA14986920"
"8AM0006960"	"8AM0006960"	"1"	""	""	"1"	"MR08290729"
"8AM0006974"	"8AM0006974"	"1"	""	""	"1"	"MA14987193"
"8AM0006984"	"8AM0006984"	"1"	""	""	"1"	"N00012WO6E"
"8AM0007040"	"8AM0007040"	"1"	""	""	"1"	"MR35254500"
"8AM0007064"	"8AM0007064"	"1"	""	""	"1"	"MA11108125"
"8AM0007104"	"8AM0007104"	"1"	""	""	"1"	"MR03114923"
"8AM0007118"	"8AM0007118"	"1"	""	""	"1"	"MA14988227"
"8AM0007214"	"8AM0007214"	"1"	""	""	"1"	"MA14991337"
"8AM0007357"	"8AM0007357"	"1"	""	""	"1"	"MA14984505"
"8AM0007381"	"8AM0007381"	"1"	""	""	"1"	"MF14171468"
"8AT0000713"	"8AT0000713"	"1"	""	""	"1"	"MA14986316"
"8AT0000785"	"8AT0000785"	"1"	""	""	""	"MA14985194"
"8AT0000815"	"8AT0000815"	"1"	""	""	"1"	"MA14986875"
"8AT0000952"	""	""	""	"1"	""	"N0000L37U2"
"8AT0001000"	"8AT0001000"	"1"	""	""	"1"	"MA14983873"
"8AT0001085"	"8AT0001085"	"1"	""	""	"1"	"MA14986205"
"8AT0001092"	"8AT0001092"	"1"	""	""	"1"	"MA14990524"
"8AT0001096"	"8AT0001096"	"1"	""	""	"1"	"MA14986954"
"8AT0001152"	"8AT0001152"	"1"	""	""	"1"	"MA14990996"
"8AT0001200"	"8AT0001200"	"1"	""	""	"1"	"MB15395090"
"8AT0001206"	"8AT0001206"	"1"	""	""	"1"	"MA14986112"
"8AT0001213"	"8AT0001213"	"1"	""	""	"1"	"MA14991031"
"8AT0001237"	"8AT0001237"	"1"	""	""	"1"	"MA14990065"
"8AT0001258"	"8AT0001258"	""	""	"1"	"1"	"N00013KCJH"
"8AT0001285"	"8AT0001285"	"1"	""	""	"1"	"MA14993251"
"8AT0001540"	"8AT0001540"	"1"	""	""	"1"	"MA14991060"
"8AT0001588"	"8AT0001588"	"1"	""	""	"1"	"MA14984954"
"8AT0001636"	"8AT0001636"	"1"	""	""	"1"	"MA14987380"
"8AT0001639"	"8AT0001639"	"1"	""	""	"1"	"MR02006558"
"8AT0001687"	"8AT0001687"	"1"	""	""	""	"MA14983652"
"8AT0001759"	"8AT0001759"	"1"	""	""	"1"	"MA14991404"
"8B60000757"	"8B60000757"	"1"	""	""	"1"	"MB15308914"
"8B60000927"	"8B60000927"	"1"	""	""	"1"	"MB15306519"
"8B60000947"	"8B60000947"	"1"	""	""	"1"	"MB15307223"
"8B60000971"	"8B60000971"	"1"	""	""	"1"	"MB15305657"
"8B60001019"	"8B60001019"	"1"	""	""	"1"	"MB15301859"
"8B60001047"	"8B60001047"	"1"	""	""	"1"	"MF11558736"
"8B60001049"	"8B60001049"	"1"	""	""	"1"	"MB15305783"
"8B60001055"	"8B60001055"	"1"	""	""	"1"	"MF03139909"
"8B60001089"	"8B60001089"	"1"	""	""	"1"	"MF08280185"
"8B60001098"	"8B60001098"	"1"	""	""	"1"	"MB15309027"
"8B60001108"	"8B60001108"	"1"	""	""	"1"	"MB15304967"
"8B60001161"	"8B60001161"	"1"	""	""	"1"	"MB15307159"
"8B60001177"	"8B60001177"	"1"	""	""	"1"	"MB15309172"
"8B60001216"	"8B60001216"	"1"	""	""	"1"	"MB15308061"
"8B60001232"	"8B60001232"	"1"	""	""	"1"	"MB15305785"
"8B60001238"	"8B60001238"	"1"	""	""	"1"	"MB15308645"
"8B60001240"	"8B60001240"	"1"	""	""	"1"	"MB15303548"
"8B60001246"	"8B60001246"	"1"	""	""	"1"	"MB15309461"
"8B60001252"	"8B60001252"	"1"	""	""	""	"N0000WAIHI"
"8B60001256"	"8B60001256"	"1"	""	""	"1"	"MB15309033"
"8B60001320"	"8B60001320"	"1"	""	""	"1"	"MB15307140"
"8B60001323"	"8B60001323"	"1"	""	""	"1"	"MB15307776"
"8B60001325"	"8B60001325"	"1"	""	""	"1"	"MB15305621"
"8B60001344"	"8B60001344"	"1"	""	""	"1"	"MB15307781"
"8B60001538"	"8B60001538"	"1"	""	""	"1"	"MB15307919"
"8B60001579"	"8B60001579"	"1"	""	""	"1"	"MB15309222"
"8B60001638"	"8B60001638"	"1"	""	""	"1"	"MB15308867"
"8B60001651"	"8B60001651"	"1"	""	""	"1"	"MB15307963"
"8B60001687"	"8B60001687"	"1"	""	""	"1"	"MB15304939"
"8B60002180"	"8B60002180"	"1"	""	""	""	"MB15305623"
"8BH0000939"	"8BH0000939"	"1"	""	""	"1"	"MB15307160"
"8BH0000990"	"8BH0000990"	"1"	""	""	"1"	"MB15311238"
"8BH0000992"	"8BH0000992"	"1"	""	""	"1"	"MB15301862"
"8BH0001011"	"8BH0001011"	"1"	""	""	""	"MB15307236"
"8BH0001060"	"8BH0001060"	"1"	""	""	"1"	"MB15309196"
"8BH0001124"	"8BH0001124"	"1"	""	""	"1"	"MB15304284"
"8BH0001148"	"8BH0001148"	"1"	""	""	"1"	"MA11028747"
"8BH0001158"	"8BH0001158"	"1"	""	""	""	"MB15308028"
"8BH0001161"	"8BH0001161"	"1"	""	""	"1"	"MB15307216"
"8BH0001176"	"8BH0001176"	"1"	""	""	"1"	"MF00232348"
"8BH0001200"	"8BH0001200"	""	""	"1"	"1"	"MF00232348"
"8BH0001207"	"8BH0001207"	"1"	""	""	""	"MB15308440"
"8BH0001264"	"8BH0001264"	"1"	""	""	"1"	"MB15305922"
"8BH0001289"	"8BH0001289"	"1"	""	""	"1"	"MB15305170"
"8BH0001308"	"8BH0001308"	"1"	""	""	"1"	"MB15307551"
"8BH0001332"	"8BH0001332"	"1"	""	""	"1"	"MB15308272"
"8BH0001337"	"8BH0001337"	"1"	""	""	""	"MR29302518"
"8BH0001391"	"8BH0001391"	"1"	""	""	"1"	"MB15308625"
"8BH0001489"	"8BH0001489"	"1"	""	""	"1"	"MB15306520"
"8BH0001493"	"8BH0001493"	"1"	""	""	"1"	"MB15308106"
"8BH0001517"	"8BH0001517"	"1"	""	""	"1"	"MB15310911"
"8BH0001594"	"8BH0001594"	"1"	""	""	"1"	"MB15304383"
"8BH0052600"	"8BH0052600"	"1"	""	""	""	"MB15332087"
"8BJ0005912"	"8BJ0005912"	"1"	""	""	"1"	"MB15308173"
"8BJ0006080"	"8BJ0006080"	"1"	""	""	"1"	"MB15308101"
"8BJ0006200"	"8BJ0006200"	"1"	""	""	"1"	"MB15306852"
